-1	7897817
-10	305979
-100	2169
-101	2023
-1012	1
-1018	1
-102	2032
-1024	1
-103	1986
-104	1960
-105	1843
-1059	1
-106	1777
-1061	1
-1064	1
-107	1821
-108	1736
-1085	1
-109	1621
-11	261210
-110	1627
-1104	1
-111	1567
-112	1547
-113	1424
-114	1450
-115	1384
-116	1469
-117	1357
-118	1269
-119	1273
-12	226841
-120	1205
-121	1181
-122	1209
-123	1189
-124	1100
-125	1092
-126	1034
-127	1013
-128	966
-129	941
-1299	1
-13	199158
-130	934
-131	933
-1317	1
-132	933
-1328	1
-133	837
-134	867
-135	805
-136	826
-137	834
-1379	1
-138	809
-139	784
-1399	1
-14	174723
-140	762
-141	762
-142	735
-143	680
-144	676
-145	640
-1456	1
-146	632
-1463	1
-147	654
-148	629
-1489	1
-149	577
-15	155218
-150	570
-151	570
-152	567
-153	525
-154	535
-155	529
-156	495
-157	500
-158	515
-159	469
-16	138622
-160	486
-161	448
-162	449
-163	408
-164	469
-165	446
-166	415
-167	444
-168	377
-169	388
-17	124678
-170	361
-171	384
-172	359
-173	352
-174	346
-175	324
-176	349
-177	343
-178	321
-179	300
-18	112304
-180	298
-181	303
-182	321
-183	299
-184	287
-185	296
-186	283
-187	289
-188	265
-189	257
-19	101954
-190	296
-191	265
-192	262
-193	250
-194	234
-195	265
-196	256
-197	230
-198	245
-199	215
-2	3186761
-20	93013
-200	220
-201	241
-202	201
-203	215
-204	199
-205	184
-206	216
-207	195
-208	213
-209	212
-21	85024
-210	217
-211	172
-212	183
-213	165
-214	148
-215	139
-216	146
-217	150
-218	138
-219	137
-22	77475
-220	131
-221	145
-222	177
-223	134
-224	159
-225	132
-226	119
-227	147
-228	100
-229	117
-23	71534
-230	121
-231	143
-232	123
-233	119
-234	128
-235	95
-236	108
-237	116
-238	93
-239	103
-24	65725
-240	112
-241	93
-242	96
-243	101
-244	82
-245	89
-246	90
-247	93
-248	86
-249	97
-25	60705
-250	92
-251	87
-252	86
-253	74
-254	73
-255	90
-256	64
-257	72
-258	73
-259	82
-26	55544
-260	61
-261	57
-262	56
-263	66
-264	81
-265	62
-266	61
-267	56
-268	82
-269	55
-27	52258
-270	50
-271	61
-272	56
-273	45
-274	42
-275	46
-276	48
-277	34
-278	51
-279	50
-28	48004
-280	50
-281	48
-282	51
-283	38
-284	44
-285	42
-286	38
-287	36
-288	43
-289	45
-29	44882
-290	33
-291	46
-292	31
-293	42
-294	24
-295	39
-296	31
-297	26
-298	33
-299	26
-3	1850519
-30	41592
-300	29
-301	33
-302	34
-303	22
-304	21
-305	26
-306	22
-307	23
-308	33
-309	27
-31	38941
-310	28
-311	17
-312	23
-313	24
-314	25
-315	19
-316	24
-317	19
-318	26
-319	23
-32	36580
-320	18
-321	24
-322	17
-323	18
-324	17
-325	17
-326	26
-327	16
-328	26
-329	21
-33	34544
-330	22
-331	11
-332	21
-333	19
-334	17
-335	24
-336	12
-337	14
-338	15
-339	20
-34	32600
-340	13
-341	20
-342	26
-343	16
-344	7
-345	17
-346	9
-347	10
-348	10
-349	10
-35	30380
-350	14
-351	12
-352	12
-353	10
-354	17
-355	14
-356	19
-357	11
-358	11
-359	11
-36	28451
-360	12
-361	10
-362	9
-363	6
-364	10
-365	8
-366	8
-367	7
-368	7
-369	7
-37	26998
-370	6
-371	11
-372	9
-373	4
-374	5
-375	9
-376	8
-377	2
-378	7
-379	5
-38	25493
-380	7
-381	9
-382	1
-383	3
-384	5
-385	7
-386	6
-387	5
-388	3
-389	3
-39	23677
-390	3
-391	5
-392	3
-393	7
-394	4
-395	5
-396	4
-397	10
-398	9
-399	7
-4	1235042
-40	22499
-400	6
-401	6
-402	3
-403	7
-404	8
-405	8
-406	2
-407	5
-408	10
-409	4
-41	21267
-410	4
-411	4
-412	3
-413	8
-414	6
-415	4
-416	4
-417	2
-418	1
-419	3
-42	20486
-420	1
-421	3
-422	7
-423	3
-424	4
-425	4
-426	2
-427	4
-428	4
-429	5
-43	19413
-430	4
-431	1
-432	4
-433	3
-434	3
-436	2
-437	2
-438	2
-439	2
-44	18189
-440	3
-441	1
-442	4
-443	2
-444	5
-445	5
-446	4
-447	2
-448	4
-449	1
-45	17375
-450	1
-451	2
-452	2
-453	1
-454	2
-455	1
-456	3
-458	2
-459	5
-46	16652
-460	5
-461	2
-462	1
-463	1
-464	2
-465	1
-466	2
-467	2
-47	15439
-470	2
-471	3
-472	1
-473	1
-474	1
-475	5
-477	5
-478	1
-479	3
-48	14789
-480	5
-481	2
-482	1
-483	1
-484	2
-485	1
-486	2
-487	2
-489	1
-49	14056
-491	3
-492	2
-493	1
-494	1
-495	2
-497	3
-498	1
-499	2
-5	893746
-50	13624
-501	4
-502	1
-503	2
-504	2
-505	2
-506	1
-507	4
-509	1
-51	13089
-510	4
-511	2
-512	1
-513	3
-516	4
-517	1
-518	1
-519	1
-52	12353
-520	1
-522	1
-523	1
-524	2
-525	1
-527	1
-529	1
-53	11749
-531	1
-532	3
-533	2
-534	3
-535	1
-536	1
-54	11164
-540	2
-541	1
-542	2
-543	2
-544	2
-546	3
-548	1
-55	10883
-550	1
-552	1
-553	3
-554	3
-555	2
-557	2
-558	1
-559	2
-56	10262
-560	2
-565	1
-566	1
-57	9823
-570	1
-571	1
-572	1
-573	2
-577	1
-578	2
-58	9424
-580	1
-586	1
-589	2
-59	8937
-592	1
-593	2
-598	1
-6	679917
-60	8414
-600	1
-601	2
-602	1
-603	1
-604	1
-605	1
-606	2
-607	2
-608	1
-61	8295
-610	2
-614	1
-619	2
-62	7887
-626	1
-629	1
-63	7712
-631	1
-634	1
-636	1
-639	2
-64	7281
-642	1
-643	1
-644	1
-645	2
-65	7060
-652	1
-653	1
-655	1
-657	2
-66	6850
-663	2
-668	1
-67	6490
-677	1
-68	6210
-688	1
-689	1
-69	5942
-691	1
-693	2
-698	4
-7	538313
-70	5941
-704	1
-708	1
-71	5690
-714	1
-72	5497
-727	2
-728	1
-73	5211
-732	1
-74	5009
-741	1
-743	1
-745	2
-75	4906
-750	1
-752	1
-76	4598
-77	4518
-773	2
-779	1
-78	4355
-785	1
-786	1
-79	4213
-791	1
-8	437135
-80	4134
-81	3888
-82	3810
-83	3699
-84	3504
-85	3440
-854	1
-857	1
-86	3279
-87	3174
-88	2973
-89	2984
-895	1
-9	362562
-90	2846
-91	2840
-92	2775
-921	1
-929	1
-93	2664
-94	2594
-95	2418
-96	2400
-960	1
-963	1
-965	1
-97	2340
-98	2278
-985	2
-99	2204
-991	1
0	158435
1	123403
10	26483
100	4757
1000	9
1001	7
1002	10
1003	8
1004	9
1005	9
1006	9
1007	5
1008	4
1009	10
101	4806
1010	9
1011	9
1012	7
1013	8
1014	9
1015	3
1016	3
1017	11
1018	9
1019	7
102	4586
1020	5
1021	6
1022	7
1023	6
1024	8
1025	7
1026	3
1027	7
1028	5
1029	8
103	4586
1030	8
1031	6
1032	1
1033	6
1034	7
1035	5
1036	5
1037	7
1038	6
1039	10
104	4445
1040	6
1041	5
1042	5
1043	7
1044	7
1045	4
1046	4
1047	5
1048	4
1049	4
105	4405
1050	7
1051	4
1052	7
1053	7
1054	3
1055	3
1056	4
1057	4
1058	5
1059	4
106	4406
1060	4
1061	2
1062	7
1063	5
1064	2
1065	5
1066	1
1067	6
1068	12
1069	11
107	4255
1070	3
1071	5
1072	8
1073	7
1074	4
1075	9
1076	6
1077	3
1078	5
1079	7
108	4302
1080	8
1081	9
1082	5
1083	3
1084	6
1085	4
1086	5
1087	5
1088	6
1089	10
109	4208
1090	7
1091	5
1092	5
1093	3
1094	4
1095	5
1096	4
1097	5
1098	7
1099	7
11	24777
110	4134
1100	5
1101	7
1102	7
1103	9
1104	6
1105	6
1106	3
1107	5
1108	4
1109	5
111	4162
1110	6
1111	8
1112	5
1113	7
1114	5
1115	4
1116	8
1117	9
1118	5
1119	1
112	4004
1120	2
1121	5
1122	6
1123	7
1124	6
1125	2
1126	4
1127	6
1128	8
1129	5
113	4040
1130	5
1131	2
1132	3
1133	7
1134	10
1135	3
1136	4
1137	5
1138	2
1139	3
114	3971
1140	6
1141	5
1142	8
1143	4
1144	4
1145	5
1146	6
1147	8
1148	6
1149	4
115	3932
1150	3
1151	7
1152	5
1153	7
1154	5
1155	3
1156	2
1157	6
1158	2
1159	6
116	3870
1160	2
1161	6
1162	2
1163	3
1164	4
1165	8
1166	5
1167	7
1168	4
1169	8
117	3866
1170	6
1171	6
1172	3
1173	3
1174	8
1175	5
1176	4
1177	8
1178	3
1179	5
118	3693
1180	2
1181	1
1182	3
1183	2
1184	3
1185	3
1186	10
1187	4
1188	5
1189	4
119	3676
1190	6
1191	6
1192	4
1193	6
1194	2
1195	2
1196	7
1197	1
1198	5
1199	4
12	23209
120	3583
1200	4
1201	3
1202	4
1204	3
1205	5
1206	5
1207	9
1208	3
1209	6
121	3682
1210	5
1211	8
1212	1
1213	4
1214	4
1215	3
1216	4
1217	5
1219	3
122	3595
1220	6
1222	1
1223	4
1224	4
1225	3
1226	2
1227	3
1228	4
1229	4
123	3568
1231	4
1232	7
1233	2
1235	3
1236	2
1237	3
1238	3
1239	6
124	3341
1240	2
1241	3
1242	6
1243	6
1244	5
1245	3
1246	2
1247	3
1248	2
1249	2
125	3467
1250	3
1251	3
1252	4
1253	2
1254	1
1255	7
1256	3
1257	2
1258	4
1259	2
126	3437
1260	3
1261	2
1262	2
1263	2
1264	3
1265	6
1266	4
1267	4
1268	2
1269	1
127	3339
1270	5
1271	5
1272	2
1273	2
1274	6
1275	7
1276	6
1277	4
1278	5
1279	5
128	3216
1280	7
1281	4
1282	3
1283	3
1284	3
1285	3
1286	4
1287	7
1288	7
1289	1
129	3202
1290	5
1291	7
1292	5
1293	2
1294	3
1295	3
1296	3
1297	2
1299	8
13	21992
130	3304
1300	1
1301	3
1302	4
1303	1
1304	4
1305	6
1306	2
1307	2
1308	2
1309	3
131	3214
1310	5
1311	4
1312	3
1313	1
1314	5
1315	2
1316	1
1317	5
1318	6
1319	1
132	3147
1320	5
1321	2
1322	4
1323	5
1324	4
1326	7
1327	2
1328	4
1329	3
133	3156
1330	3
1331	4
1332	1
1333	3
1334	3
1335	1
1336	3
1337	4
1338	5
1339	4
134	3073
1340	3
1341	1
1342	4
1343	2
1344	1
1345	4
1346	4
1347	7
1348	5
1349	2
135	3041
1350	3
1351	2
1352	5
1353	2
1354	4
1355	6
1356	3
1357	4
1358	1
1359	2
136	3028
1360	4
1361	3
1362	3
1364	2
1365	7
1366	2
1367	1
1368	6
1369	3
137	2942
1370	6
1371	1
1372	1
1373	4
1374	5
1375	5
1376	4
1377	3
1378	4
1379	2
138	2917
1381	2
1382	3
1383	2
1384	1
1385	6
1386	4
1388	1
1389	2
139	2952
1390	5
1391	3
1392	3
1393	2
1394	6
1395	6
1396	5
1397	6
1398	8
1399	2
14	21144
140	2874
1400	6
1401	3
1402	3
1403	6
1404	1
1405	3
1406	1
1407	5
1408	3
1409	4
141	2796
1410	1
1411	4
1412	1
1413	5
1414	2
1415	2
1416	8
1417	2
1418	4
1419	5
142	2854
1420	3
1421	4
1423	4
1424	5
1425	6
1426	3
1427	5
1428	2
1429	4
143	2735
1430	3
1431	4
1432	2
1433	2
1434	1
1435	1
1436	4
1437	4
1438	3
144	2747
1440	3
1441	5
1442	1
1443	2
1444	2
1445	7
1446	2
1447	3
1448	5
1449	4
145	2665
1450	2
1452	2
1453	3
1454	2
1455	1
1456	5
1458	3
1459	2
146	2607
1460	3
1461	5
1462	2
1463	2
1464	1
1465	3
1466	3
1467	1
1468	3
1469	3
147	2663
1470	7
1471	2
1472	2
1473	1
1474	2
1475	1
1476	2
1477	4
1478	7
1479	1
148	2613
1480	3
1481	7
1482	3
1483	3
1484	3
1485	2
1486	1
1487	2
1488	2
1489	2
149	2541
1490	1
1491	1
1492	3
1493	4
1494	2
1495	1
1496	3
1497	2
1498	5
1499	4
15	20314
150	2524
1500	1
1501	5
1502	2
1503	2
1504	2
1505	1
1506	5
1507	3
1508	3
1509	2
151	2514
1510	2
1511	2
1512	3
1513	2
1514	5
1515	2
1516	1
1517	1
1518	1
152	2433
1520	4
1521	3
1522	4
1523	1
1524	4
1525	3
1527	2
1529	3
153	2330
1530	2
1531	3
1532	3
1535	1
1536	4
1537	2
1538	2
1539	2
154	2404
1540	2
1541	2
1542	2
1544	3
1545	2
1546	5
1547	2
1548	1
1549	1
155	2377
1550	3
1551	5
1552	1
1553	2
1554	3
1556	2
1557	2
1559	3
156	2295
1560	4
1561	1
1562	2
1563	1
1564	1
1566	1
1567	1
1568	2
1569	2
157	2354
1570	1
1571	1
1572	2
1573	1
1574	2
1575	3
1576	2
1577	2
1578	2
1579	4
158	2230
1580	3
1581	1
1582	5
1583	2
1585	2
1586	1
1587	2
1588	2
1589	1
159	2190
1590	2
1591	2
1592	1
1593	2
1594	1
1595	4
1597	4
1598	2
1599	5
16	19270
160	2245
1600	2
1601	4
1602	1
1604	1
1606	1
1607	2
1608	1
1609	3
161	2244
1610	1
1611	1
1612	3
1613	3
1614	4
1615	1
1616	1
1617	2
162	2178
1620	1
1622	2
1624	8
1625	1
1626	1
1627	5
1628	3
1629	1
163	2204
1630	2
1631	2
1632	1
1634	2
1635	1
1636	2
1637	4
164	2191
1640	1
1641	4
1642	1
1643	1
1644	1
1645	3
1647	2
1648	4
1649	2
165	2035
1650	3
1651	1
1652	2
1654	3
1655	2
1656	2
1658	2
166	2092
1660	1
1662	2
1663	1
1665	2
1666	1
1668	1
167	2108
1672	1
1673	1
1674	1
1676	1
1677	1
1679	1
168	2061
1680	1
1681	1
1682	1
1683	2
1685	2
1686	1
1687	1
1688	3
169	2057
1690	3
1691	4
1694	1
1695	3
1696	2
1698	1
1699	1
17	18518
170	1997
1700	1
1701	1
1705	4
1707	1
1708	2
1709	3
171	1960
1710	1
1712	1
1716	1
1717	2
1718	2
1719	3
172	1927
1721	2
1723	2
1724	1
1725	4
1726	2
1727	3
1728	1
1729	2
173	1984
1730	3
1731	1
1732	1
1734	1
1737	1
174	1953
1741	5
1745	3
1748	1
1749	4
175	1927
1751	1
1753	1
1754	1
1756	1
1757	2
1758	1
1759	1
176	1879
1761	2
1762	2
1763	2
1767	1
1768	1
177	1783
1770	1
1771	2
1774	2
1775	3
1776	2
1779	2
178	1802
1780	3
1783	1
1784	1
1785	1
1786	1
1787	2
1788	1
179	1767
1790	1
1794	1
1796	2
1797	2
1798	1
18	17935
180	1757
1800	1
1804	1
1805	1
1806	1
181	1727
1810	1
1811	2
1812	1
1813	1
1816	2
1818	1
1819	1
182	1699
1820	2
1822	1
1825	1
1826	2
1829	2
183	1633
1830	1
1831	1
1833	2
1834	2
1837	3
1838	1
1839	1
184	1725
1841	1
1843	1
1844	1
1845	1
1846	1
1848	1
1849	2
185	1732
1850	1
1853	2
1854	2
1857	1
1858	1
186	1597
1860	1
1862	2
1863	1
1864	1
1865	2
1866	1
1867	1
1868	3
187	1695
1871	1
1872	2
